FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt),bh3
50,0,0,24.76,35.79,51.02,37.76,32.26,31.96,26.32,22.45,36.36,49.49,1200,1200,1200,1200,2400,2400,2400,2650,91.00,6400,99.00,852,55,48.40,1814,3.819
51,0,0,24.79,30.68,43.56,27.55,24.00,24.49,24.24,19.39,34.65,46.53,1050,1050,1050,1050,2450,2450,2450,2850,90.00,6400,99.00,852,55,48.40,1814,3.824
65,0,0,58.36,41.26,51.61,37.23,36.36,37.11,35.64,28.13,42.71,60.00,1500,1500,1500,1500,2000,2000,2000,2200,89.30,6400,96.00,852,55,48.40,1814,3.824
74,0,0,24.77,35.88,46.74,29.03,26.80,29.00,30.11,23.96,41.00,58.59,1000,1000,1000,1000,2450,2450,2450,2850,89.00,6400,97.00,852,55,48.40,2003,3.824
67,0,0,24.77,46.02,60.82,56.38,53.61,54.26,19.39,15.63,47.96,61.29,1700,1700,1700,1700,2450,2450,2450,2850,91.00,5500,99.00,800,55,48.40,2003,3.824
65,0,0,41.25,42.51,52.75,43.56,34.38,36.27,37.62,30.21,46.39,59.41,1150,1150,1150,1150,2450,2450,2450,2850,89.20,6400,99.00,852,55,48.40,2003,3.816
61,0,0,24.76,37.05,46.24,37.11,35.35,34.34,31.63,25.25,37.37,50.51,1250,1250,1250,1250,2450,2450,2450,2850,91.50,6400,99.00,852,55,48.80,2010,3.816
56,0,0,33.01,32.15,46.88,32.99,27.08,29.29,25.74,23.76,28.43,44.44,1150,1150,1150,1150,2450,2450,2450,2750,94.30,5500,99.00,800,55,48.80,2010,3.816
49,0,0,24.82,29.64,42.70,33.68,27.00,20.65,25.51,20.79,27.00,39.39,1300,1300,1300,1300,2450,2450,2450,2850,89.80,6400,99.00,852,55,48.80,2010,3.816
45,0,0,33.03,29.46,40.00,29.59,23.71,22.68,26.73,20.00,27.55,45.45,1000,1000,1000,1000,2450,2450,2450,2850,89.70,6400,99.00,852,55,48.80,1970,3.817
54,0,0,41.26,39.61,39.08,32.32,25.26,29.47,41.84,31.91,51.00,65.98,1250,1250,1250,1250,1500,1500,1500,1700,90.00,6400,97.00,852,55,48.80,1970,3.817
49,0,0,24.81,35.93,43.96,30.11,32.32,24.73,31.31,22.68,40.40,60.20,1200,1200,1200,1200,2450,2450,2450,2850,92.00,5500,99.00,800,55,48.80,1970,3.817
57,0,0,65.99,43.88,52.08,37.76,30.21,29.03,38.38,35.29,51.92,77.00,1050,1050,1050,1050,1100,1100,1100,1300,90.90,6400,99.00,852,55,48.80,1958,3.82
58,1,1,82.54,44.49,50.53,32.98,33.33,30.53,39.00,30.21,52.00,82.35,1300,1300,1300,1300,2450,2450,2450,2750,89.60,5500,94.00,800,55,48.80,1958,3.82
44,0,0,24.78,39.79,52.13,44.68,39.36,44.00,29.00,19.79,38.38,54.08,2000,2000,2000,2000,2450,2450,2450,2850,90.80,6400,99.00,852,55,48.80,1958,3.82
40,0,0,33.03,34.53,43.62,28.42,31.73,25.81,30.00,23.47,35.64,56.12,2000,2000,2000,2000,2450,2450,2450,2850,93.00,5500,99.00,800,55,48.80,1973,3.82
55,0,0,24.79,41.96,45.65,37.11,25.53,32.32,36.46,32.65,52.00,72.55,1300,1300,1300,1300,1200,1200,1200,1400,91.00,6400,99.00,852,55,48.80,1973,3.819
47,0,0,24.80,36.08,42.86,32.65,21.98,25.00,33.67,27.84,42.27,60.42,1300,1300,1300,1300,2450,2450,2450,2850,91.80,6400,98.00,852,55,48.80,1973,3.819
48,0,0,24.79,36.27,43.82,33.68,30.93,34.34,29.47,22.92,39.80,56.44,1700,1700,1700,1700,2450,2450,2450,2850,93.60,6400,99.00,852,55,48.80,1996,3.819
46,0,0,25.74,41.36,54.74,40.00,38.38,36.46,31.63,29.00,42.00,59.00,1500,1500,1500,1500,2300,2300,2300,2550,93.60,5500,99.00,800,55,48.80,1996,3.819
43,0,0,74.26,41.20,51.61,40.43,36.17,40.40,33.33,28.43,37.76,61.22,1700,1700,1700,1700,2450,2450,2450,2650,91.30,5500,94.00,721,55,48.80,1996,3.81
52,0,0,24.78,39.29,48.96,32.63,29.17,31.68,35.92,28.28,43.56,64.08,1400,1400,1400,1400,1500,1500,1500,1700,91.00,6400,99.00,852,55,48.80,1992,3.81
60,0,0,24.77,49.03,48.39,38.00,28.72,35.71,44.09,36.84,67.65,90.82,1150,1150,1150,1150,1200,1200,1200,1400,89.20,5500,95.00,721,55,48.80,1992,3.81
58,0,0,24.77,52.81,54.84,40.43,37.00,36.84,50.00,44.12,64.36,94.95,1500,1500,1500,1500,1100,1100,1100,1300,88.80,5500,95.00,800,55,48.80,1992,3.823
56,0,0,24.76,53.84,61.80,59.57,60.00,62.24,24.21,16.33,59.60,85.86,2000,2000,2000,2000,1600,1600,1600,1800,87.10,5500,91.00,721,55,48.80,1821,3.823
57,0,0,24.76,56.45,67.00,61.05,64.95,59.78,31.31,21.43,60.61,84.85,2000,2000,2000,2000,1800,1800,1800,2000,87.70,5500,92.00,800,55,48.80,1821,3.823
62,0,0,24.77,48.25,53.93,44.21,44.68,40.82,37.25,23.40,60.00,80.39,1500,1500,1500,1500,1200,1200,1200,1400,89.90,6400,99.00,852,55,48.80,1821,3.823
67,1,0,57.77,49.61,51.72,41.30,36.17,38.54,57.58,38.78,58.82,74.23,1400,1400,1400,1400,2450,2450,2450,2850,90.00,6400,99.00,852,55,48.80,2007,3.825
55,0,0,24.76,37.82,47.31,35.71,34.02,29.59,29.17,27.45,42.27,56.12,1900,1900,1900,1900,2450,2450,2450,2750,94.10,5500,99.00,800,55,48.80,2007,3.825
64,0,0,24.76,43.62,50.53,41.41,34.74,30.21,36.89,31.31,52.00,70.00,1050,1050,1050,1050,2450,2450,2450,2750,91.10,6400,99.00,852,55,48.80,2007,3.825
66,0,0,24.76,39.97,49.46,32.61,28.57,25.27,30.00,29.17,52.58,69.79,1400,1400,1400,1400,2350,2350,2350,2850,95.40,5500,99.00,721,55,48.80,2133,3.809
73,0,0,16.53,42.37,49.46,32.98,27.66,30.53,35.35,28.42,55.21,77.00,1500,1500,1500,1500,2450,2450,2450,2650,94.20,5500,99.00,721,55,48.80,2133,3.809
63,1,1,90.78,40.77,51.06,38.14,29.03,32.00,33.33,27.00,49.00,70.00,1600,1600,1600,1600,2450,2450,2450,2750,93.90,5500,93.00,800,55,48.80,2133,3.809
63,0,0,24.78,42.37,48.91,35.71,32.65,28.26,36.00,34.29,51.46,69.70,2000,2000,2000,2000,1900,1900,1900,2100,91.40,6400,99.00,852,55,48.80,2010,3.809
74,0,0,16.53,50.20,62.11,55.21,53.85,48.86,23.71,15.63,59.79,82.47,2000,2000,2000,2000,2450,2450,2450,2750,95.50,5500,98.00,721,55,48.80,2010,3.798
68,0,0,33.01,46.23,57.29,46.88,45.36,42.42,22.92,21.43,56.86,75.51,1300,1300,1300,1300,2350,2350,2350,2850,92.80,5500,99.00,800,55,48.80,2010,3.798
50,0,0,24.76,36.43,49.47,34.04,29.79,29.79,27.08,23.47,40.20,55.45,1150,1150,1150,1150,2450,2450,2450,2850,90.70,6400,99.00,800,55,48.80,2118,3.798
42,0,0,33.00,35.27,47.83,37.50,31.58,31.58,27.08,24.75,33.00,50.98,1400,1400,1400,1400,2450,2450,2450,2750,93.80,6400,99.00,852,55,48.90,2118,3.807
39,0,0,33.02,30.30,39.33,31.96,19.15,28.00,23.16,17.89,33.66,47.96,1050,1050,1050,1050,2450,2450,2450,2850,91.50,5500,99.00,800,55,48.90,2118,3.807
41,0,0,41.27,34.62,44.21,30.85,24.47,25.26,27.08,25.00,33.33,66.02,1800,1800,1800,1800,2450,2450,2450,2650,94.20,5500,97.00,721,55,48.90,2003,3.807
55,0,0,24.78,43.71,49.48,34.38,28.13,32.99,40.63,36.08,51.52,76.60,1050,1050,1050,1050,2400,2400,2400,2650,93.30,5500,99.00,800,54,48.90,2003,3.807
69,0,0,57.76,46.60,51.61,35.11,29.90,30.61,41.58,36.27,60.61,84.85,1900,1900,1900,1900,2300,2300,2300,2550,92.50,5500,98.00,721,54,48.90,2003,3.814
63,0,0,24.76,65.04,75.00,72.45,70.30,76.04,44.79,42.71,61.05,77.55,2000,2000,2000,2000,2450,2450,2450,2750,92.90,6400,99.00,852,54,48.90,2051,3.814
51,0,0,74.25,47.91,51.04,63.64,39.39,63.54,34.95,29.41,44.44,58.76,2000,2000,2000,2000,2350,2350,2350,2850,90.90,5500,99.00,800,54,48.90,2051,3.814
48,0,0,49.50,49.21,52.81,72.34,52.04,69.70,26.53,18.75,43.88,58.51,2000,2000,2000,2000,2350,2350,2350,2850,94.90,5500,99.00,800,54,48.90,2051,3.814
66,0,0,24.76,49.14,52.04,53.54,34.02,46.53,40.57,33.65,56.86,75.96,1150,1150,1150,1150,2300,2300,2300,2550,95.50,5500,99.00,721,54,48.90,2051,3.814
51,0,0,33.00,37.50,48.45,35.05,27.17,32.98,31.63,28.00,41.24,56.12,2000,2000,2000,2000,2450,2450,2450,2850,95.20,5500,99.00,721,54,48.90,2051,3.814
53,0,0,66.05,41.31,52.17,36.67,35.79,30.43,29.90,26.80,48.51,64.08,950,950,950,950,2450,2450,2450,2850,90.70,5500,99.00,721,54,48.90,2051,3.814
55,1,0,74.23,46.84,56.70,41.05,44.44,40.40,36.08,33.66,46.39,79.17,1300,1300,1300,1300,1100,1100,1100,1300,91.00,6400,94.00,852,54,48.90,1981,3.822
61,0,0,24.76,45.29,50.56,29.67,23.08,26.60,42.86,36.46,60.20,90.72,1600,1600,1600,1600,2400,2400,2400,2650,89.60,6400,93.00,852,54,48.90,1981,3.822
44,1,1,280.57,35.59,42.71,32.65,22.11,26.60,26.26,20.62,33.66,76.24,2000,2000,2000,2000,2300,2300,2300,2400,91.00,6400,74.00,852,54,48.90,1981,3.822
88,0,0,16.56,44.08,48.91,34.69,29.29,26.80,45.63,31.31,63.00,76.29,1500,1500,1500,1500,1100,1100,1100,1300,89.20,6400,95.00,852,54,48.90,1907,3.822
67,0,0,16.54,38.23,46.24,30.93,25.53,24.74,32.65,22.34,44.90,78.13,1500,1500,1500,1500,1100,1100,1100,1300,81.50,5500,96.00,800,54,48.90,1907,3.819
0,0,0,0.01,25.75,31.68,23.53,17.00,18.81,10.20,4.12,1.98,98.02,1050,1050,1050,1050,1100,1100,1100,1300,77.30,5500,0.00,800,54,48.90,1907,3.819
52,0,0,239.29,43.62,52.00,46.46,39.58,46.88,21.21,10.20,42.57,89.80,2000,2000,2000,2000,1200,1200,1200,1400,82.80,6400,31.00,852,54,48.90,898,3.819
89,0,0,16.53,52.20,61.22,58.16,55.21,53.68,28.72,13.27,63.92,81.82,2000,2000,2000,2000,1100,1100,1100,1300,85.40,6400,95.00,852,54,48.90,898,3.819
88,0,0,33.03,47.75,58.59,47.31,50.00,48.94,24.75,12.12,63.64,77.08,1400,1400,1400,1400,1200,1200,1200,1400,86.50,6400,98.00,852,54,48.90,898,3.828
84,0,0,24.77,50.77,54.26,56.44,46.94,54.08,38.78,35.35,52.63,68.42,1050,1050,1050,1050,2100,2100,2100,2300,87.50,6400,93.00,852,54,48.90,1892,3.828
90,0,0,16.56,40.00,48.39,35.35,41.49,33.33,31.31,19.15,45.16,66.00,2000,2000,2000,2000,1900,1900,1900,2100,88.10,5500,97.00,800,54,48.90,1892,3.828
90,0,0,16.62,41.83,45.45,32.98,25.00,26.60,38.61,31.07,57.00,75.00,1100,1100,1100,1100,1600,1600,1600,1800,88.80,5500,99.00,800,54,48.90,1892,3.828
91,0,0,41.27,44.36,50.54,32.61,30.53,27.37,39.58,34.34,64.65,74.29,1300,1300,1300,1300,1100,1100,1100,1300,88.80,6400,99.00,852,54,48.90,1992,3.817
46,0,0,33.02,34.66,38.78,28.28,21.88,23.71,25.26,21.05,45.36,72.16,1100,1100,1100,1100,1700,1700,1700,1900,82.10,5500,66.00,800,54,48.90,1992,3.817
4,0,0,338.32,27.49,29.17,22.45,16.49,20.62,14.00,12.24,16.67,84.16,1400,1400,1400,1400,1700,1700,1700,1900,81.70,5500,2.00,800,54,48.90,1992,3.817
60,0,0,41.26,31.68,43.30,29.29,22.68,24.00,43.75,42.42,26.00,23.23,1100,1100,1100,1100,2450,2450,2450,2750,81.40,5500,31.00,555,54,48.90,1094,3.841
60,0,0,24.76,27.16,48.42,39.80,38.38,35.05,14.71,3.06,22.00,17.17,1600,1600,1600,1600,2300,2300,2300,2550,78.20,3200,31.00,219,54,48.90,1094,3.841
60,0,0,24.76,36.43,57.89,55.45,48.39,51.61,15.31,7.07,35.71,22.45,1800,1800,1800,1800,1800,1800,1800,2000,75.80,5500,34.00,555,54,48.90,1094,3.841
60,0,0,24.75,22.62,40.22,28.00,21.21,20.62,21.78,9.38,20.39,20.00,2000,2000,2000,2000,1400,1400,1400,1600,73.00,2667,33.00,219,54,48.90,838,3.841
53,1,1,173.28,27.64,40.00,30.00,19.15,28.43,23.96,14.29,23.00,42.42,1600,1600,1600,1600,1100,1100,1100,1300,72.20,4266,41.00,231,54,48.90,838,3.87
61,0,0,33.01,29.12,48.45,30.53,27.55,32.32,24.74,17.17,28.00,20.83,2000,2000,2000,2000,1100,1100,1100,1300,70.60,2667,30.00,219,54,48.90,838,3.87
59,0,0,57.64,25.93,41.67,27.84,24.00,22.68,25.51,12.50,24.00,31.00,1700,1700,1700,1700,1100,1100,1100,1300,69.70,3200,39.00,231,54,48.90,886,3.87
60,0,0,24.76,31.02,43.16,34.02,25.26,27.08,39.39,28.57,29.70,23.23,1400,1400,1400,1400,1100,1100,1100,1300,69.20,3200,31.00,219,54,48.90,886,3.87
58,1,0,66.03,26.32,44.55,27.55,27.72,22.22,22.68,15.15,22.45,26.26,1100,1100,1100,1100,1100,1100,1100,1300,68.40,2667,36.00,231,54,48.90,886,3.872
61,0,0,16.53,26.68,44.09,28.13,27.55,23.16,26.26,13.68,25.25,27.55,1500,1500,1500,1500,1100,1100,1100,1300,67.80,2667,47.00,231,54,48.90,734,3.872
61,0,0,16.75,29.72,48.96,34.38,34.02,34.02,26.53,12.77,26.80,21.21,1400,1400,1400,1400,1100,1100,1100,1300,67.50,3200,35.00,219,54,48.90,734,3.872
59,0,0,57.76,36.50,50.55,44.68,44.55,42.11,44.55,43.43,12.24,8.25,1400,1400,1400,1400,1100,1100,1100,1300,67.10,3200,31.00,470,54,48.90,734,3.872
61,0,0,24.75,30.48,47.87,36.46,31.96,36.08,29.90,17.89,26.26,21.21,1100,1100,1100,1100,1100,1100,1100,1300,67.10,4266,39.00,402,54,48.90,775,3.878
61,0,0,16.66,27.23,47.00,33.66,22.11,24.21,29.00,12.63,23.23,23.00,1050,1050,1050,1050,1100,1100,1100,1300,66.30,2667,34.00,219,54,48.90,775,3.878
60,0,0,24.76,26.16,38.04,25.00,24.00,19.79,29.70,25.00,26.73,23.71,1250,1250,1250,1250,1100,1100,1100,1300,66.00,3200,36.00,219,54,48.90,775,3.878
57,1,1,90.73,28.89,45.36,30.85,25.26,27.08,25.00,15.79,22.68,35.71,1300,1300,1300,1300,1100,1100,1100,1300,66.20,3200,37.00,219,54,48.90,705,3.863
52,1,1,181.54,26.44,41.41,27.27,23.96,22.45,22.92,13.00,16.67,42.86,900,900,900,900,1100,1100,1100,1300,65.10,3200,33.00,219,54,48.90,705,3.863
14,1,1,627.07,27.90,34.02,23.96,21.21,19.79,14.43,12.87,6.12,88.24,1300,1300,1300,1300,1100,1100,1100,2850,74.10,2667,7.00,219,54,48.90,705,3.863
1,0,0,0.01,22.07,31.63,18.18,14.14,16.00,7.07,4.08,12.87,73.53,1200,1200,1200,1200,1100,1100,1100,2850,77.30,2667,1.00,368,54,48.90,794,3.871
0,0,0,0.01,23.75,26.80,20.62,12.63,17.35,12.37,10.20,19.80,70.83,2000,2000,2000,2000,1100,1100,1100,2250,69.00,5500,0.00,219,54,48.90,794,3.871
0,0,0,0.01,27.39,31.00,21.21,24.51,19.80,17.00,8.00,19.00,74.00,900,900,900,900,1100,1100,1100,2850,73.10,2667,0.00,219,54,48.90,794,3.871
0,0,0,0.00,28.68,33.33,26.47,17.53,20.59,19.15,14.56,7.22,94.12,1250,1250,1250,1250,1100,1100,1100,2750,72.30,3200,1.00,219,54,48.90,905,3.859
4,0,0,453.88,29.76,27.47,21.05,21.00,21.43,25.00,16.33,23.81,77.00,950,950,950,950,1500,1500,1500,1700,67.80,2667,10.00,852,54,48.90,905,3.859
40,0,0,33.02,42.35,47.00,30.69,23.71,28.71,34.69,35.29,51.02,92.71,1800,1800,1800,1800,1100,1100,1100,1300,73.20,6400,45.00,852,54,48.90,905,3.859
88,0,0,16.54,51.37,52.69,39.36,35.71,33.33,45.83,41.18,70.83,90.91,1600,1600,1600,1600,1300,1300,1300,1500,77.10,4266,97.00,852,54,48.90,1395,3.859
85,0,0,24.78,48.40,55.67,41.84,37.11,35.05,41.00,31.25,62.89,84.78,2000,2000,2000,2000,2200,2200,2200,2400,80.40,6400,94.00,852,54,48.90,1395,3.82
80,0,0,16.54,41.24,52.04,35.05,32.63,24.18,33.67,30.39,55.88,63.92,1050,1050,1050,1050,2450,2450,2450,2850,84.50,6400,99.00,852,54,48.90,1395,3.82
69,0,0,24.76,38.49,46.81,34.02,28.13,28.16,34.62,28.71,46.88,58.42,1400,1400,1400,1400,2000,2000,2000,2200,85.40,6400,98.00,852,54,48.90,2270,3.82
86,0,0,16.53,50.32,55.67,44.90,32.29,34.02,47.12,39.22,65.35,82.69,1600,1600,1600,1600,1800,1800,1800,2000,86.30,5500,99.00,852,54,48.90,2270,3.809
89,0,0,41.27,49.62,52.27,40.63,40.40,37.11,44.44,36.63,63.64,81.05,1300,1300,1300,1300,1700,1700,1700,1900,86.20,5500,98.00,800,54,48.90,2270,3.809
85,1,0,57.77,41.78,51.11,35.48,34.74,29.79,34.02,31.00,53.00,67.33,1400,1400,1400,1400,2400,2400,2400,2650,87.80,6400,98.00,852,54,48.90,2177,3.809
77,1,1,99.03,48.92,58.33,56.12,50.53,51.58,26.73,16.83,56.12,76.00,2000,2000,2000,2000,2450,2450,2450,2850,91.40,6400,86.00,852,54,48.90,2177,3.809
85,0,0,16.58,53.74,60.67,58.95,58.95,57.78,26.53,23.47,65.66,78.57,2000,2000,2000,2000,2450,2450,2450,2850,91.80,6400,96.00,852,54,48.90,2177,3.807
86,0,0,41.25,51.84,53.19,70.41,41.00,48.48,34.00,28.71,60.82,79.00,2000,2000,2000,2000,2450,2450,2450,2850,93.50,5500,97.00,721,54,48.90,2244,3.807
79,0,0,24.76,54.16,50.98,36.36,62.24,64.95,36.84,38.24,61.86,82.00,2000,2000,2000,2000,2450,2450,2450,2850,95.60,5500,99.00,721,54,48.90,2244,3.807
58,0,0,41.27,51.85,51.06,52.58,45.45,51.55,41.00,37.76,54.90,78.00,1600,1600,1600,1600,2450,2450,2450,2850,93.20,5500,97.00,800,54,48.90,2244,3.813
51,0,0,33.00,45.84,57.73,44.44,41.41,42.71,38.61,32.32,42.57,67.96,2000,2000,2000,2000,2450,2450,2450,2850,88.80,6400,99.00,852,54,48.90,2185,3.813
53,0,0,57.74,49.75,54.35,43.75,43.88,41.84,48.04,39.80,48.51,79.80,1400,1400,1400,1400,2450,2450,2450,2850,94.50,5500,99.00,721,54,48.90,2185,3.813
52,0,0,49.53,48.50,54.44,41.94,36.56,37.63,43.30,39.60,48.98,81.82,2000,2000,2000,2000,2450,2450,2450,2850,90.60,5500,99.00,800,54,48.90,2185,3.813
60,0,0,66.03,52.21,59.18,46.39,41.41,38.54,46.46,45.71,54.46,87.00,1300,1300,1300,1300,2450,2450,2450,2850,90.80,5500,99.00,721,54,48.90,2051,3.814
62,0,0,57.77,48.45,58.59,44.44,40.43,45.83,37.23,32.29,51.02,75.51,1800,1800,1800,1800,2450,2450,2450,2850,93.50,5500,99.00,800,54,48.90,2051,3.814
73,0,0,16.53,53.47,64.29,58.33,57.29,56.84,26.04,22.92,60.78,79.80,1900,1900,1900,1900,2450,2450,2450,2850,93.90,5500,99.00,721,54,48.90,2051,3.814
74,1,0,57.76,47.38,60.40,47.92,46.08,44.00,31.07,20.41,55.56,74.00,1200,1200,1200,1200,2450,2450,2450,2850,93.90,6400,98.00,800,54,48.90,2099,3.803
74,0,0,16.54,43.85,52.63,40.78,31.58,30.30,35.71,34.95,55.88,70.83,1800,1800,1800,1800,2450,2450,2450,2850,92.10,5500,99.00,800,54,48.90,2099,3.803
79,1,0,57.76,43.90,53.06,31.91,31.68,37.37,33.67,31.68,53.85,75.00,1800,1800,1800,1800,2450,2450,2450,2750,91.20,5500,97.00,721,54,48.90,2099,3.803
87,0,0,16.56,41.36,50.52,33.33,30.11,28.87,35.71,28.87,52.88,69.00,750,750,750,750,2450,2450,2450,2850,91.50,5500,99.00,721,54,48.90,2088,3.803
67,1,0,49.52,41.81,54.00,38.61,33.33,28.42,36.89,27.84,48.04,68.00,1700,1700,1700,1700,2450,2450,2450,2450,94.40,5500,98.00,800,54,48.90,2088,3.817
39,0,0,33.01,35.58,47.87,34.41,32.99,34.34,28.57,19.35,34.34,49.50,1400,1400,1400,1400,2450,2450,2450,2850,90.00,6400,99.00,852,54,48.90,2088,3.817
52,0,0,24.82,37.95,50.53,36.84,32.32,32.26,32.00,21.88,39.81,57.28,1400,1400,1400,1400,2100,2100,2100,2300,90.40,6400,99.00,852,54,48.90,2036,3.817
55,0,0,41.28,43.83,54.74,42.86,38.54,39.18,37.00,28.87,43.43,67.01,1500,1500,1500,1500,2400,2400,2400,2650,92.80,5500,97.00,852,54,48.90,2036,3.812
49,0,0,41.26,42.28,49.43,38.46,39.80,36.84,33.67,27.37,40.63,71.43,2000,2000,2000,2000,2450,2450,2450,2850,90.10,6400,97.00,852,54,48.90,2036,3.812
54,0,0,33.01,50.70,61.22,50.00,50.00,46.74,33.00,32.08,52.04,81.55,1700,1700,1700,1700,1900,1900,1900,2100,89.90,6400,95.00,852,54,48.90,2062,3.812
64,0,0,24.83,52.99,53.41,41.30,42.11,40.63,51.46,44.00,62.89,87.88,1600,1600,1600,1600,2450,2450,2450,2850,94.90,5500,94.00,721,54,48.90,2062,3.806
71,0,0,16.65,50.46,56.99,41.57,44.21,41.05,35.87,37.76,61.62,80.61,1500,1500,1500,1500,2450,2450,2450,2750,94.20,5500,99.00,721,54,48.90,2062,3.806
56,0,0,41.26,39.61,51.06,33.68,36.73,32.63,31.63,27.27,43.43,61.22,1250,1250,1250,1250,2400,2400,2400,2650,91.30,5500,99.00,800,54,48.90,2137,3.806
53,1,1,90.78,37.58,45.92,34.00,24.74,24.00,33.33,24.74,43.43,70.00,1250,1250,1250,1250,2450,2450,2450,2850,90.90,5500,92.00,721,54,48.90,2137,3.799
59,0,0,33.01,45.24,48.39,32.97,38.00,36.36,40.40,36.36,54.46,72.16,1800,1800,1800,1800,1500,1500,1500,1700,90.80,6400,97.00,852,54,48.90,2137,3.799
58,0,0,33.01,37.43,45.05,30.00,21.98,26.32,30.85,28.28,49.00,67.71,1400,1400,1400,1400,2450,2450,2450,2850,90.90,6400,98.00,852,54,48.90,2185,3.799
49,0,0,66.02,37.88,48.89,35.87,36.08,34.74,30.93,20.65,40.82,54.37,1250,1250,1250,1250,2450,2450,2450,2850,92.20,5500,99.00,800,54,48.90,2185,3.799
41,0,0,82.49,37.99,52.04,36.84,36.63,37.62,32.04,23.71,36.63,48.98,1200,1200,1200,1200,2450,2450,2450,2850,90.60,6400,99.00,852,54,48.90,2185,3.797
42,0,0,49.52,37.03,50.00,37.37,35.35,38.38,31.07,25.24,34.69,47.00,950,950,950,950,2450,2450,2450,2850,91.60,6400,99.00,852,54,48.90,2033,3.797
57,0,0,66.01,42.91,57.89,47.37,44.68,43.16,21.43,14.85,48.00,66.67,1400,1400,1400,1400,1700,1700,1700,1900,90.50,5500,99.00,800,54,48.90,2033,3.797
48,0,0,33.02,43.88,56.38,54.55,53.06,55.00,15.31,7.00,48.51,63.64,2000,2000,2000,2000,2450,2450,2450,2850,91.60,6400,95.00,852,54,48.90,2033,3.797
48,0,0,24.77,43.52,55.43,54.46,55.10,48.98,18.18,10.78,44.44,59.41,1600,1600,1600,1600,2450,2450,2450,2750,93.50,5500,99.00,721,54,48.90,2018,3.82
63,0,0,24.76,47.55,57.29,39.33,41.67,46.00,35.79,34.02,53.06,71.57,1900,1900,1900,1900,2450,2450,2450,2850,93.80,5500,99.00,721,54,48.90,2018,3.82
59,1,1,90.76,47.85,55.32,44.00,40.40,39.39,33.33,36.54,51.52,80.58,2000,2000,2000,2000,2450,2450,2450,2750,95.80,5500,92.00,800,54,48.90,2018,3.82
55,0,0,24.77,47.64,51.58,39.39,34.34,33.33,47.57,57.43,51.04,66.67,1300,1300,1300,1300,2450,2450,2450,2750,92.60,5500,99.00,721,54,48.90,2122,3.839
63,0,0,49.51,44.75,50.00,36.56,34.38,36.46,40.21,38.14,52.94,67.65,1250,1250,1250,1250,2400,2400,2400,2650,94.80,5500,99.00,721,53,48.50,2122,3.839
53,0,0,24.77,39.84,53.06,36.17,32.98,35.05,33.33,27.08,43.30,58.16,1900,1900,1900,1900,2450,2450,2450,2850,94.60,5500,99.00,721,53,48.50,2122,3.839
60,0,0,41.27,46.05,56.70,43.88,37.89,38.54,38.24,34.95,51.55,67.37,1300,1300,1300,1300,2450,2450,2450,2850,95.00,5500,99.00,800,53,48.50,2125,3.812
63,0,0,32.99,45.42,56.99,40.43,41.84,41.00,32.63,31.00,51.00,71.13,1200,1200,1200,1200,2000,2000,2000,2200,91.90,6400,99.00,852,53,48.50,2125,3.812
75,0,0,41.26,49.41,58.24,49.47,49.49,48.94,25.53,20.41,59.18,83.87,2000,2000,2000,2000,2450,2450,2450,2850,94.40,5500,96.00,555,53,48.50,2125,3.812
63,0,0,41.25,51.31,62.63,57.73,56.57,57.43,23.08,14.00,60.19,81.19,1800,1800,1800,1800,2450,2450,2450,2750,92.90,5500,95.00,721,53,48.50,2066,3.812
57,0,0,24.77,36.89,48.42,34.02,28.00,26.32,26.88,21.28,46.00,61.39,1500,1500,1500,1500,2450,2450,2450,2750,94.70,5500,99.00,800,53,48.50,2066,3.801
65,0,0,24.79,40.63,48.94,34.04,26.88,30.61,31.18,26.60,53.00,73.47,2000,2000,2000,2000,2450,2450,2450,2750,92.40,5500,99.00,721,53,48.50,2066,3.801
60,0,0,24.76,40.20,49.48,35.71,32.67,28.13,35.64,28.28,47.00,63.37,2000,2000,2000,2000,2400,2400,2400,2650,91.30,6400,99.00,852,53,48.50,2133,3.801
72,0,0,24.76,45.70,52.17,39.80,35.42,32.26,38.14,31.96,56.12,79.17,2000,2000,2000,2000,2450,2450,2450,2850,93.10,5500,99.00,800,53,48.50,2133,3.801
56,0,0,33.00,39.64,50.53,37.11,31.58,29.35,32.32,27.84,44.44,63.64,1400,1400,1400,1400,2450,2450,2450,2850,91.80,5500,99.00,800,53,48.50,2133,3.802
41,0,0,33.02,38.30,51.11,41.05,36.17,35.79,29.90,24.74,35.71,52.04,1250,1250,1250,1250,2450,2450,2450,2850,93.90,5500,99.00,721,53,48.50,2033,3.802
36,0,0,33.23,38.72,50.53,42.42,31.18,34.69,27.37,26.80,36.63,57.58,1200,1200,1200,1200,2450,2450,2450,2750,91.10,6400,99.00,852,53,48.50,2033,3.802
41,0,0,33.01,31.34,39.36,27.55,21.88,25.74,27.72,18.37,33.00,58.42,2000,2000,2000,2000,1100,1100,1100,2450,93.90,5500,95.00,721,53,48.50,2033,3.802
